Frequency,Aria,Composer,Language,Opera,Year,Voice Type,Artist Category
1,Giuliano,Charles Mee,English (Monologue Selection),Big Love,2018,Counter-tenor,Studio
1,He was despised,G.F. Handel,English,Messiah,2018,Counter-tenor,Studio
1,I Am King,The History Channel,English,Vikings,2018,Counter-tenor,Studio
1,I don't get sleep,Juan Ramirez,English,The American Dream,2018,Counter-tenor,Studio
1,L'aura che spira,Handel,Italian,Giulio Cesare,2018,Counter-tenor,Studio
1,Menses Fair Monologue,John Cameron Mitchell,,Hedwig and the Angry Inch,2018,Counter-tenor,Studio
1,Orgogliosetto va l'augelletto ,G.F. Händel,Italian,Oreste,2018,Counter-tenor,Studio
1,Refugee's Aria,Jonathan Dove,English,Flight,2018,Counter-tenor,Studio
1,Stille amare,G.F. Handel,Italian,Tolomeo,2018,Counter-tenor,Studio
1,The Raptured Soul,George Frideric Handel,English,Theodora,2018,Counter-tenor,Studio
1,Vedro con mio diletto,Vivaldi,Italian,Giustino,2018,Counter-tenor,Studio
1,Vivi Tiranno ,Handel,Italian,Rodelinda,2018,Counter-tenor,Studio
5,Vecchia zimarra,Puccini,Italian,La boheme,2018,Bass,Studio
4,Hear me O Lord,Carlisle Floyd,English,Susannah,2018,Bass,Studio
4,O Isis und Osiris,Wolfgang Mazart,German,Die Zauberflöte,2018,Bass,Studio
3,"Arise, ye subterranean winds",Henry Purcell,English,The Tempest,2018,Bass,Studio
3,Il lacerato spirito,Verdi,Italian,Simon Boccanegra,2018,Bass,Studio
3,Madamina,Wolfgang Amadeus Mozart,Italian,Don Giovanni,2018,Bass,Studio
3,O du mein holder Abendstern,Richard Wagner,German,Tannhäuser,2018,Bass,Studio
3,Quand la flamme,Bizet,French,La jole fille de perth,2018,Bass,Studio
2,(Monologue),Christopher Durang,English monologue,Laughing Wild,2018,Bass,Studio
2,"I'm a lonely man, Susannah",Floyd,English,Susannah,2018,Bass,Studio
2,Wie Schön ist doch die Musik,Richard Strauss,German,Die Schweigsame Frau,2018,Bass,Studio
2,Non piu andrai,Mozart,Italian,Le Nozze di Figaro,2018,Bass,Studio
2,"O, tu Palermo",Verdi,Italian,I Vespri Italiani ,2018,Bass,Studio
2,Vous qui faites l'endormie,Charles Gounod,French,Faust,2018,Bass,Studio
1,Bottom's Dream,Britton,English,A Midsummer Night's Dream,2018,Bass,Studio
1,Box Monologue,Tom Stoppard,English,Rosencratz & Guildenstern Are Dead,2018,Bass,Studio
1,Cusins,George Bernard Shaw,English,Major Barbara,2018,Bass,Studio
1,Ecco la sconsolata donna,Monteverdi,Italian,L'incoronazione di Poppea,2018,Bass,Studio
1,Épouse quelque brave fille,Jules Massenet,French ,Manon,2018,Bass,Studio
1,"Ha,wie will ich triumphieren",Mozart,German,Die Entführung aus dem Serail,2018,Bass,Studio
1,I don't tip.,,English,Reservoir Dogs,2018,Bass,Studio
1,King Arthurs Socks ,Floyd Dell,English ,Lancelot ,2018,Bass,Studio
1,La vendetta,W. A. Mozart,Italian,The Marriage of Figaro,2018,Bass,Studio
1,"Madamina, il catalogo é questo",W.A. Mozart,Italian,Don Giovanni,2018,Bass,Studio
1,Mechanic's monologue,Will Eno,English,Middletown,2018,Bass,Studio
1,"O Beauty, O Handsomeness, Goodness",Benjamin Britten,English,Billy Budd,2018,Bass,Studio
1,O tu ch'innanzi morte,Claudio Monteverdi,Italian,Orfeo,2018,Bass,Studio
1,Okay.  So I guess this is it.,Adam Szymkowicz,English,Rare Birds,2018,Bass,Studio
1,Our Revels Now Are Ended,Lee Hoiby,English,The Tempest,2018,Bass,Studio
1,Que les songes heureux,Charles Gounod,French,Philémon et Baucis,2018,Bass,Studio
1,Si la rigueur,Fromental Halévy,French,La Juive,2018,Bass,Studio
1,Solche hergelauf'ne Laffen,Mozart,German,Die Entfürung aus dem Serail,2018,Bass,Studio
1,Sorge infausta,Handel,Italian,Orlando,2018,Bass,Studio
1,Steve's monologue,Sharon E. Cooper,English,Mistaken Identity,2018,Bass,Studio
1,The Agent,Floyd Dell,English,Sweet and Twenty,2018,Bass,Studio
1,The Vagabond,V. Williams,English,n/a,2018,Bass,Studio
1,Vi Ravviso ,Bellini ,Italian ,La Sonnambula,2018,Bass,Studio
1,Voici des roses,Hector Berlioz,French,La damnation de Faust,2018,Bass,Studio
1,Voli colla sua tromba,G. F. Handel,Italian,Ariodante,2018,Bass,Studio
1,Vous qui faites l’endormie,Gounod ,French ,Faust ,2018,Bass,Studio
1,"When my cue comes, call me",Benjamin Britten,English,A Midsummer Night's Dream,2018,Bass,Studio
1," Bores you?! Bores you?! — Christ almighty, try working for you for a living!",John Logan,English (Monologue),Red,2018,Bass,Studio
1,"Ach, vir armen Leute!",Engelbert Humperdinct,German,Hansel and Gretel,2018,Bass,Studio
1,Aleko's Cavatina,Sergei Rachmaninoff,Russian,Aleko,2018,Bass,Studio
1,Aprite un po' quegli occhi,W. A. Mozart,Italian,Le nozze di Figaro,2018,Bass,Studio
1,Coach Orion's Speech,,,D3: The Mighty Ducks,2018,Bass,Studio
1,Come Master...In youth the panting slave,I.Stravinsky,English,The Rake's Progress,2018,Bass,Studio
1,Deh! ti ferma...que' numi furenti,Gioachino Rossini,Italian,Semiramide,2018,Bass,Studio
1,Der Atlas ,Schubert,German,Schwanengesang,2018,Bass,Studio
1,Die Krähe,Schubert,German,,2018,Bass,Studio
1,Empio diro tu sei,Handel,Italian,Giulio Caesare,2018,Bass,Studio
1,Final Monologue,Tennessee Williams,English,The Glass Menagerie ,2018,Bass,Studio
1,Hat man nicht auch Gold beineben,Beethoven,German,Fidelio,2018,Bass,Studio
1,I don't know. It's not that simple,,English,(500) Days of Summer,2018,Bass,Studio
1,I'm a Lonely Man Susannah,Floyd,English,Susannah,2018,Bass,Studio
1,Ideale,FP Tosti,Italian,,2018,Bass,Studio
1,Il lacerato spirito,Verdi,Italian,Simon Boccanegra,2018,Bass,Studio
1,Il Mio Piano è Preparato,Rossini,Italian,La Gazza Ladra,2018,Bass,Studio
1,In Diesen Heil'gen Hallen,Mozart,Geman,Die Zauberflote,2018,Bass,Studio
1,Kolya Monologue,David Benioff,English,City of Thieves,2018,Bass,Studio
1,Lydia,Fauré,French,,2018,Bass,Studio
1,"O Tixo, Tixo Help Me",Kurt Weill,English,Lost in the Stars,2018,Bass,Studio
1,"O, wie will ich triumphiren",Mozart,German,Die Entführung aus dem Serail,2018,Bass,Studio
1,O! du mein holder Abendstern,Tannhauser,German,Wagner,2018,Bass,Studio
1,"Papagena, Papagena...",W.A. Mozart,German,Die Zauberflöte,2018,Bass,Studio
1,"Riez, allez, riez du pauvre idéologue",Massenet,French,Don Quichotte,2018,Bass,Studio
1,Scene from The Wiz,C. Smalls,English,The Wiz,2018,Bass,Studio
1,Se vuol ballare,W.A. Mozart,Italian,Le nozze di Figaro,2018,Bass,Studio
1,Sea Fever,Ireland,English,N/A,2018,Bass,Studio
1,Si Tra i ceppi ,G.F.Handel,Italian ,Berenice,2018,Bass,Studio
1,Sois Immobile,Rossini,French,Guillaume Tell,2018,Bass,Studio
1,Tevye Monologue,Bock,English,Fiddler on the Roof ,2018,Bass,Studio
1,The song of the Pilgrim,Tchaikovsky,Russian,,2018,Bass,Studio
1,Vi Ravviso,Bellini,Italian,La Sonnambula,2018,Bass,Studio
1,Votre Toast,Georges Bizet,French,Carmen,2018,Bass,Studio
1,Warm as the Autumn Light,Douglas Moore,English,The Ballad of Baby Doe,2018,Bass,Studio
1,Warren’s Speech,Kenneth Longeran,English,This is Our Youth,2018,Bass,Studio
1,"When my cue comes, call me (Bottom's Dream)",Britten,English,A Midsummer Night's Dream ,2018,Bass,Studio
21,Hai gia vinta la causa,Mozart,Italian,Le Nozze di Figaro,2018,Baritone,Studio
13,Lieben Hassen,Strauss,German,Ariadne,2018,Baritone,Studio
8,Avant de quitter,Charles Gounod ,French,Faust,2018,Baritone,Studio
8,Mein Sehen,Erich Korngold,German,Die Tote Stadt,2018,Baritone,Studio
6,Bella siccome un angelo,Gaetano Donizetti,Italian,Don Pasquale,2018,Baritone,Studio
6,Look through the port,Benjamin Britten,English,Billy Budd,2018,Baritone,Studio
5,Ah per sempre,V. Bellini,Italian,I Puritani,2018,Baritone,Studio
5,Largo al factotum,Rossini,Italian,The Barber of Seville,2018,Baritone,Studio
4,Come un'ape ne giorni d'aprile,Rossini,Italian,La Cenerentola,2018,Baritone,Studio
4,O du mein holder Abendstern,Wagner,German,Tannhauser,2018,Baritone,Studio
4,O vin dissipe,Thomas,French,Hamlet,2018,Baritone,Studio
4,Sois Immobile,Rossini,French,Guillame Tell,2018,Baritone,Studio
4,Tickling a Trout,Benjamin Britten,English,Albert Herring,2018,Baritone,Studio
3,Come Paride vezzoso,Donizetti,Italian,L'elisir d'amore,2018,Baritone,Studio
3,Donne Mie ,W.A. Mozart ,Italian ,Cosi Fan Tutte ,2018,Baritone,Studio
3,Mab,Charles Gounod,French,Roméo et Juliette,2018,Baritone,Studio
3,Papageno's Suicide,W.A. Mozart,German,Die Zauberflote,2018,Baritone,Studio
3,Pierrot's Tanzlied,Korngold,German,Die tote Stadt,2018,Baritone,Studio
3,Starbuck's Aria,Jake Heggie,English,Moby Dick,2018,Baritone,Studio
3,Vision Fugitive,J. Massenet,French,Hérodiade,2018,Baritone,Studio
3,Warm as the autumn light,Moore,English,The Ballad of Baby Doe,2018,Baritone,Studio
2,A quoi bon l'economie,Massenet,French,Manon,2018,Baritone,Studio
2,A Woman is a Sometime Thing,Gershwin,English,Porgy and Bess,2018,Baritone,Studio
2,Chanson à boire,Maurice Ravel,French,Don Quichotte al Dulcinée,2018,Baritone,Studio
2,E Sogno,G Verdi,Italian,Falstaff,2018,Baritone,Studio
2,Monologue,,English,,2018,Baritone,Studio
2,Per Me Giunto,Verdi,Italian,Don Carlos,2018,Baritone,Studio
2,Questo amor ,Puccini ,Italian ,Edgar ,2018,Baritone,Studio
2,Se vuol ballare,Mozart,Italian,Le Nozze di Figaro,2018,Baritone,Studio
2,Sibilar gli angui d'Aletto,George Frideric Handel ,Italian ,Rinaldo ,2018,Baritone,Studio
2,When the air sings of Summer,Menotti,English,The Old Maid and the Thief,2018,Baritone,Studio
2,Within this frail crucible of light,Britten,English,The Rape of Lucretia,2018,Baritone,Studio
1,A Hundred Thousand Stars,Heggie,English,Out of Darkness,2018,Baritone,Studio
1,A Warm Night,Jake Heggie,English,Dead Man Walking,2018,Baritone,Studio
1,Aprite un po' quegli occhi,Mozart,Italian,Le Nozze di Figaro,2018,Baritone,Studio
1,Auf einer Wanderung,Hugo Wolf,German,,2018,Baritone,Studio
1,Automne ,Gabriel Fauré,French ,,2018,Baritone,Studio
1,Biff's Monologue,Arthur Miller,English,Death of a Salesman,2018,Baritone,Studio
1,Bob's Aria,Menotti,English,The Old Maid and the Thief,2018,Baritone,Studio
1,Charlie's Monologue,David Schulner,English,An Infinite Ache,2018,Baritone,Studio
1,Come Master...observe the host of mankind...,Igor Stravinsky,English,The Rake’s Progress,2018,Baritone,Studio
1,Cornelius's Monologue,Thornton Wilder,English,The Matchmaker,2018,Baritone,Studio
1,Count's Aria,Mozart,Italian,Le Nozze di Figaro,2018,Baritone,Studio
1,Decidi il mio destin,Ruggero Leoncavallo,Italian,I Pagliacci,2018,Baritone,Studio
1,Die Mainacht,Brahms,German,,2018,Baritone,Studio
1,dinner guest,,,,2018,Baritone,Studio
1,Dorante's Monologue from the liar,,,,2018,Baritone,Studio
1,Dwight's Monologue,Rebecca Gilman,English,The Crowd You're In With,2018,Baritone,Studio
1,E fra quest'ansie,Leoncavallo,Italian,I Pagliacci,2018,Baritone,Studio
1,Ehi paggio,Verdi,Italian,Falstaff,2018,Baritone,Studio
1,Eri tu,Verdi,Italian,Un Ballo in Maschera,2018,Baritone,Studio
1,Eugene's Aria,Pyotr Ilyich Tchaikovsky,Russian,Eugene Onegin,2018,Baritone,Studio
1,Every night it's the same thing...,Richard Greenberg,English,The Violet Hour,2018,Baritone,Studio
1,Father in a baked potato,Christoper Durang,Monologue - English ,Laughing Wild,2018,Baritone,Studio
1,Fleurissait une rose,Massenet,French,Le jongleur de Notre-Dame,2018,Baritone,Studio
1,For Ev'ry Love There is a Last Farewell,Barber,English,Vanessa,2018,Baritone,Studio
1,Ford's Aria,Verdi,Italian,Falstaff,2018,Baritone,Studio
1,Gold Watch monologue ,Tarantino,English ,Pulp Fiction,2018,Baritone,Studio
1,Harlekin's aria,Richard Strauss,German,Ariadne auf Naxos,2018,Baritone,Studio
1,How could I possibly be expected...,,English,Ferris Bueller's Day Off,2018,Baritone,Studio
1,I believe in America,The Godfather,English ,Bonasera's monologue,2018,Baritone,Studio
1,I love you through the daytimes,Libby Larsen,English,,2018,Baritone,Studio
1,Io Moro,G Verdi,Italian,Don Carlo,2018,Baritone,Studio
1,Ja vas lyublyu,Tchaikovsky,Russian,Queen of Spades,2018,Baritone,Studio
1,Jim's Monologue,Tennessee Williams,English,The Glass Menagerie,2018,Baritone,Studio
1,Joe's Aria -  A Warm Night,Jake Heggie ,English,Dead Man Walking,2018,Baritone,Studio
1,Joe's Confession Scene,Jake Heggie,English,Dead Man Walking,2018,Baritone,Studio
1,Ken's Monologue,John Logan,English,Red ,2018,Baritone,Studio
1,Kennst du das land,Adamo,German/English,Little Women,2018,Baritone,Studio
1,Kevin's Monologue to Dad ,,,This is Us,2018,Baritone,Studio
1,Lancelots Monologue,,,King Arthurs Socks,2018,Baritone,Studio
1,Lester's Death Monologue,Alan Ball,English,American Beauty,2018,Baritone,Studio
1,Lyon's Monologue ,August Wilson,English ,Fences ,2018,Baritone,Studio
1,Mark ,Michael Cristofer,English,The Shadow Box,2018,Baritone,Studio
1,Marry Warren you will go,Robert Ward,English,The Crucible,2018,Baritone,Studio
1,Martin's Monologue ,Theresa Rebeck ,English ,Seminar ,2018,Baritone,Studio
1,"Money, O!",Micheal Head, English ,,2018,Baritone,Studio
1,Monologue - Harlan Pepper,Screenplay by Christopher Guest & Eugene Levy,English,Best in Show (film),2018,Baritone,Studio
1,monologue from another brick in the wall,,English,Another Brick in the Wall,2018,Baritone,Studio
1,O Carlo ascolta...Io morro,G.Verdi,Italian,Don Carlo,2018,Baritone,Studio
1,Officer Schrank Monologue,Arthur Laurents,English,West Side Story,2018,Baritone,Studio
1,"Oh woman, you may keep the gold",Gian Carlo Menotti,English,Amahl and the night-visitors,2018,Baritone,Studio
1,On this most auspicious of nights,Wachowski Brothers,English,V for Vendetta,2018,Baritone,Studio
1,Opening Monologue,Woody Allen ,English ,Annie Hall ,2018,Baritone,Studio
1,"Papagena, Papagena...weibchen, taubchen...",W.A. Mozart,German,Die Zauberflöte,2018,Baritone,Studio
1,Quite Forsaken,Rieti,English,,2018,Baritone,Studio
1,Rivolgete a lui lo squardo,Wolfgang Amadeus Mozart,Italian ,Così fan tutte,2018,Baritone,Studio
1,Scooter Thomas' Monologue,Parnell ,English ,Scooter Thomas Makes It to the Top of the World,2018,Baritone,Studio
1,Sharon! look at me Sharon!,,,Finian's Rainbow,2018,Baritone,Studio
1,Si corre dal nataio,Puccini,Italian ,Gianni Schicchi ,2018,Baritone,Studio
1,Si può ,Leoncavallo,Italian,I Pagliacci,2018,Baritone,Studio
1,Sogni d'amore,Carlos Gomes,Italian,Lo Schiavo,2018,Baritone,Studio
1,Soldier Monologue ,Charles Mee,English,Iphigenia 2.0,2018,Baritone,Studio
1,Soliloquy,Richard Rogers,English ,Carousel,2018,Baritone,Studio
1,"Solitaire sur ma terrasse, je pense a toi",Massenet,French,Cléopâtre,2018,Baritone,Studio
1,Something We Play,Mason Bates,English,The (R)evolution of Steve Jobs,2018,Baritone,Studio
1,Song to the Witch of the Cloisters,John Corigliano,English,,2018,Baritone,Studio
1,"Stanley-Honey, I told you...",Tennessee Williams,English,Streetcar named Desire,2018,Baritone,Studio
1,Stephen Gets a Bit Wired ,Stephen Fry,English,A Little Bit of Fry and Laurie,2018,Baritone,Studio
1,TBD,-,-,-,2018,Baritone,Studio
1,The Congregation Aria ,Tom Cipullo ,English ,Glory Denied ,2018,Baritone,Studio
1,The fog is where I want to be,Eugene O'Neil,English Monologue,A Long Day's Journey Into Night,2018,Baritone,Studio
1,The Importance of Golf,Janet Allard,English,The Fattest Man in the World Lives Upstairs,2018,Baritone,Studio
1,There was a knight,Mark Adamo,English,Little Women,2018,Baritone,Studio
1,There's a law ,Leonard Berstein,English,Trouble in Tahiti,2018,Baritone,Studio
1,Tirannia Gli Diedi Il Regno,George Frederic Handel,Italian,Rodelinda,2018,Baritone,Studio
1,To America I sailed ,William Bolcolm,English,A View From the Bridge,2018,Baritone,Studio
1,Tom's Monologue,Tennessee Williams,English,The Glass Menagerie,2018,Baritone,Studio
1,Toreador Song,Bizet,French,Carmen ,2018,Baritone,Studio
1,Trips Monologue,John Robin Baitz,English,Other Desert Cities,2018,Baritone,Studio
1,Vy mne pisali...Kogda by zhizn domashnim krugom,Pyotr Ilyich Tchaikovsky,Russian,Eugene Onegin,2018,Baritone,Studio
1,Waldesgespräch,Schumann,German,,2018,Baritone,Studio
1,Ya vas lyublyu,Pyotr Ilyich Tchaikovsky,Russian,Pique Dame,2018,Baritone,Studio
40,Ach Ich Fuhl's,Mozart,German,Die Zauberflote,2018,Soprano,Filene
31,No word form Tom,Stravinsky,English,The Rake's Progress,2018,Soprano,Filene
25,Ain't it a pretty night,Floyd,English,Susannah,2018,Soprano,Filene
20,Caro nome,G. Verdi,Italian,Rigoletto,2018,Soprano,Filene
17,Donde lieta,Puccini,Italian,La Boheme,2018,Soprano,Filene
17,Je suis encor,Massenet,French,Manon,2018,Soprano,Filene
17,Regnava nel silencio,Donizetti,Italian,Lucia di Lammermoor,2018,Soprano,Filene
16,Dove sono,W. A. Mozart,Italian,Le nozze di Figaro,2018,Soprano,Filene
16,Je dis,Bizet,French,Carmen,2018,Soprano,Filene
16,My Darling Jim,Cipullo,English,Glory Denied,2018,Soprano,Filene
15,Embroidery,Britten,English,Peter Grimes,2018,Soprano,Filene
14,Dich Teure Halle,R. Wagner,German,Tannhauser ,2018,Soprano,Filene
14,Je veux vivre,Gounod,French,Roméo et Juliette,2018,Soprano,Filene
13,Deh Vieni,Mozart,Italian,Le Nozze di Figaro,2018,Soprano,Filene
12,Ach ich liebte,Mozart,German,Die Entführung aus dem Serail,2018,Soprano,Filene
12,Come scoglio,Mozart,Italian,Così fan tutte,2018,Soprano,Filene
12,Das war sehr gut,Richard Strauss,German,Arabella,2018,Soprano,Filene
12,Depuis le jour,G. Charpentier,French,Louise,2018,Soprano,Filene
12,Non mi dir,Mozart,Italian,Don Giovanni,2018,Soprano,Filene
12,Tu che di gel,Puccini,Italian,Turandot,2018,Soprano,Filene
11,Durch Zärtlichkeit ,Mozart,German,Die Entführung aus dem Serail,2018,Soprano,Filene
11,Quado m'en vo ,Puccini,Italian ,La Bohème,2018,Soprano,Filene
11,The Jewel Song,Gounod,French,Faust,2018,Soprano,Filene
10,Chi il Bel Sogno,Puccini,Italian,La Rondine,2018,Soprano,Filene
10,Mi tra di ,Mozart,Italian,Don Giovanni,2018,Soprano,Filene
10,Presentation of the Rose,Strauss,German,Der Rosenkavalier,2018,Soprano,Filene
9,Csardas,"Strauss, Jr.",German,Die Fledermaus,2018,Soprano,Filene
9,Glitter and be Gay,L. Bernstein,English,Candide,2018,Soprano,Filene
9,O zitt're nicht...Zum Leiden bin ich auserkoren,Wolfgang Amadeus Mozart,German,Die Zauberflöte,2018,Soprano,Filene
9,Robert toi que j'aime,Meyerbeer,French ,Robert le Diable,2018,Soprano,Filene
9,Stridono Lassu,Ruggero Leoncavallo,Italian,Pagliacci,2018,Soprano,Filene
8,Chacun le sait,Donizetti,French,La fille du régiment,2018,Soprano,Filene
8,I Want Magic,Andre Previn,English,A Streetcar Named Desire,2018,Soprano,Filene
8,Il est doux il est bon,Massenett,French,Herodiade,2018,Soprano,Filene
8,Prendi per me sei libero,G. Donizetti,Italian,L'elisir d'amore,2018,Soprano,Filene
8,Quel guardo il cavalier,Donizetti,Italian,Don Pasquale,2018,Soprano,Filene
8,Si mi chiamano Mimi,Giacomo Puccini,Italian,La boheme,2018,Soprano,Filene
8,Song to the Moon,Dvorak,Czech,Rusalka,2018,Soprano,Filene
8,Tacea la notte,Verdi,Italian,Il Trovatore,2018,Soprano,Filene
7,Adieu notre petite table,Massenet,French,Manon,2018,Soprano,Filene
7,Ah fuggi il traditor,W.A. Mozart,Italian ,Don Giovanni,2018,Soprano,Filene
7,Come in quest ora bruna ,Verdi,Italian ,Simon Boccanegra,2018,Soprano,Filene
7,Comme autrefois,Georges Bizet,French,Les pêcheurs de perles,2018,Soprano,Filene
7,Der Hoelle Rache,W.A. Mozart,German,Die Zauberfloete,2018,Soprano,Filene
7,Padre Germani,Mozart,Italian,Idomeneo,2018,Soprano,Filene
7,Vissi d'arte,Giacomo Puccini,Italian,Tosca,2018,Soprano,Filene
6,Ah! Douce enfant,Massenet,French,Cendrillon,2018,Soprano,Filene
6,Da tempeste,G.F. Handel,Italian,Giulio Cesare,2018,Soprano,Filene
6,Emily's Aria,Rorem,English,Our Town,2018,Soprano,Filene
6,Marietta's Lied,E. W. Korngold,German,Die tote Stadt,2018,Soprano,Filene
6,Sul fil d'un soffio etesio,Verdi,Italian,Falstaff,2018,Soprano,Filene
5,Ah! Je veux vivre,Charles Gounod,French,Roméo et Juliette,2018,Soprano,Filene
5,Do not utter a word,Samuel Barber,English,Vanessa,2018,Soprano,Filene
5,Down you go,Dove,English,Flight,2018,Soprano,Filene
5,Du bist der Lenz,Richard Wagner,German,Die Walküre,2018,Soprano,Filene
5,E strano... sempre libera,Verdi,Italian,La Traviata,2018,Soprano,Filene
5,Embroidery in childhood,Britten,,Peter Grimes,2018,Soprano,Filene
5,Gluck das mir verblieb,Erich Korngold,German,Die tote Stadt,2018,Soprano,Filene
5,Jewel Song,Gounod,French,Faust,2018,Soprano,Filene
5,Joy Beyond Measure,Adamo,English,Little Women,2018,Soprano,Filene
5,Mein Herr Marquis,Johann Strauss,German,Die Fledermaus,2018,Soprano,Filene
5,Mi chiamano Mimi,Puccini,Italian,La Boheme,2018,Soprano,Filene
5,Morro ma prima in grazia,Verdi,Italian,Un ballo in maschera,2018,Soprano,Filene
5,Or sai chi l'onore,Mozart,Italian,Don Giovanni,2018,Soprano,Filene
5,Piangero la sorte mia,Handel,Italian,Guilio Cesare,2018,Soprano,Filene
5,"Pleurez, mes yeux",Massenet,French,Le Cid,2018,Soprano,Filene
5,Tornami a vagheggiar,G. F. Handel,Italian,Alcina,2018,Soprano,Filene
5,Wo bin ich,Humperdinck,German,Hänsel und Gretel,2018,Soprano,Filene
4,"Batti, batti o bel Masetto",Mozart,Italian,Don Giovanni,2018,Soprano,Filene
4,Bel raggio lusinghier,Rossini,Italian,Semiramide ,2018,Soprano,Filene
4,But you do not know this man,William Bolcom,English,A View from the Bridge,2018,Soprano,Filene
4,D'Oreste d'Ajace,Mozart,Italian,Idomeneo,2018,Soprano,Filene
4,Divinites du Styx,Gluck,French,Alceste,2018,Soprano,Filene
4,Ebben! Ne andro Lontana,Catalani,Italian,La Wally,2018,Soprano,Filene
4,Einsam in truben tagen,Wagner,German,Lohengrin,2018,Soprano,Filene
4,Es gibt ein Reich,Strauss,German,Ariadne auf Naxos,2018,Soprano,Filene
4,Großmächtige prinzessin,Richard Strauss,German,Ariadne auf Naxos,2018,Soprano,Filene
4,Io son l'umile ancella,Cilea,Italian,Adriana Lecouvreur,2018,Soprano,Filene
4,Je suis Titania,A.Thomas,French,Mignon,2018,Soprano,Filene
4,Liza's Aria,Pyotr Ilyich Tchaikovsky,Russian,The Queen of Spades (Pique Dame) ,2018,Soprano,Filene
4,Mesicku na nebi hlubokem,Dvorak,Czech,Rusalka,2018,Soprano,Filene
4,Oh quante volte,Vincenzo Bellini,Italian,I Capuleti ed i Montecchi,2018,Soprano,Filene
4,"Pace, pace mio dio",G. Verdi,Italian,La Forza del destino ,2018,Soprano,Filene
4,Porgi amor,Mozart,Italian,Marriage of Figaro,2018,Soprano,Filene
4,Signore ascolta,G. Puccini,Italian,Turandot,2018,Soprano,Filene
4,Silver Aria,Douglas Moore,English,Ballad of Baby Doe,2018,Soprano,Filene
4,To this we've come,Menotti,English,The Consul,2018,Soprano,Filene
4,Un bel dì,Puccini,Italian,Madama Butterfly,2018,Soprano,Filene
4,Willow Song,Moore,English,The Ballad of Baby Doe,2018,Soprano,Filene
3,"Ah, non credea",Bellini ,Italian ,La Sonnambula,2018,Soprano,Filene
3,Ah! Je ris,Gounod,French,Faust,2018,Soprano,Filene
3,Amour Ranime Mon Courage,Charles Gounod,French,Roméo et Juliette,2018,Soprano,Filene
3,Bester Jüngling,Mozart,German,Der Schauspieldirektor,2018,Soprano,Filene
3,Crudele... Non mi dir,Mozart,Italian,Don Giovanni,2018,Soprano,Filene
3,D'AMOR SULL'ALI ROSE,G. Verdi,Italian,Il Trovatore,2018,Soprano,Filene
3,Dearest Mama,Douglas Moore,English,The Ballad of Baby Doe,2018,Soprano,Filene
3,Du gai soleil,Jules Massenet,French,Werther,2018,Soprano,Filene
3,Ecco il punto... Non più di fiori,Mozart,Italian,La clemenza di Tito,2018,Soprano,Filene
3,Fire aria,Ravel,French,L'Enfant et les Sortilèges,2018,Soprano,Filene
3,Frere Voyez,Massenet,French,Werther,2018,Soprano,Filene
3,Gavotte,Massenet,French,Manon,2018,Soprano,Filene
3,"Giunse alfin il momento...Deh vieni, non tardar",Mozart,Italian,Le nozze di Figaro,2018,Soprano,Filene
3,How Beautiful it is,Britten,English,Turn of the Screw,2018,Soprano,Filene
3,I am the wife of Mao Tse-tung,John Adams,English,Nixon in China,2018,Soprano,Filene
3,I can smell the sea air,André Previn,English,A Streetcar Named Desire,2018,Soprano,Filene
3,In quali eccessi o numi,Mozart,Italian,Don Giovanni,2018,Soprano,Filene
3,In quelle trine morbide,Puccini,Italian,Manon Lescaut,2018,Soprano,Filene
3,Iolanta's Aria,Tchaikovsky,Russian,Iolanta,2018,Soprano,Filene
3,Klänge der Heimat,J. Strauss II,German,Die Fledermaus,2018,Soprano,Filene
3,Les oiseaux dans la charmille,Offenbach,French,Les contes d'Hoffmann,2018,Soprano,Filene
3,Martern aller Arten,Mozart,German,Die Entführung aus dem Serail,2018,Soprano,Filene
3,Meine Lippen sie küssen so heiss,Lehar,German,Giuditta,2018,Soprano,Filene
3,Non Monsieur mon mari,Poulenc,French,Les mamelles de Tirésias,2018,Soprano,Filene
3,"Non, Monsier Mon Mari",Poulenc ,French ,Les Mamelles de Terésias,2018,Soprano,Filene
3,Nun eilt herbei,Nicolai,German,Die lustigen Weiber von Windsor,2018,Soprano,Filene
3,Par le rang ... Salut à la France!,Donizetti,French,La fille du régiment,2018,Soprano,Filene
3,Qui la voce,V. Bellini,Italian,I Puritani,2018,Soprano,Filene
3,Ritorna vincitor,Verdi,Italian,Aida,2018,Soprano,Filene
3,"Robert, Robert",Meyerbeer,French,Robert le diable,2018,Soprano,Filene
3,Sempre libera,Verdi,Italian,La Traviata,2018,Soprano,Filene
3,"Sola, perduta, abbandonata",Puccini,Italian,Manon Lescaut,2018,Soprano,Filene
3,Sombre foret,Rossini,French,Guillaume Tell,2018,Soprano,Filene
3,Steal Me Sweet Thief,Menotti ,English ,The Old Maid and the Thief ,2018,Soprano,Filene
3,Take me back,Rorem,English,Our Town,2018,Soprano,Filene
3,The Silver Aria,Moore,English,The Ballad of Baby Dow,2018,Soprano,Filene
3,The Trees on the Mountain,Carlisle Floyd,English,Susannah,2018,Soprano,Filene
3,"Tu puniscimi, o Signore",Verdi,Italian,Luisa Miller,2018,Soprano,Filene
3,Volta la terrea,Giuseppe Verdi,Italian,Un ballo in maschera,2018,Soprano,Filene
