Frequency,Aria,Composer,Language,Opera,Year,Voice Type,Artist Category
9,Voi Che Sapete,Mozart,Italian,Le Nozze Di Figaro,2018,Mezzo,Filene
8,Give him this Orchid,Britten,English,The Rape of Lucretia,2018,Mezzo,Filene
8,"Que fais tu, blanche tourterelle",Gounod,French,Romeo et Juliette,2018,Mezzo,Filene
8,Svegliatevi nel core,Handel ,Italian ,Guilio Cesare,2018,Mezzo,Filene
7,Se Romeo,Bellini,Italian,I Capuleti ed I Montecchi,2018,Mezzo,Filene
7,"Things change, Jo",Mark Adamo,English,Little Women,2018,Mezzo,Filene
7,Vois sous l'archet frémissant,Jacques Offenbach,French ,Les contes d'Hoffmann,2018,Mezzo,Filene
6,Mon coeur s'ouvre a ta voix,Camille Saint-Saëns,French,Samson et Dalila,2018,Mezzo,Filene
6,O mio Fernando,Donizetti,Italian,La favorita,2018,Mezzo,Filene
6,Olga's Aria,Tchaikovsky,Russian,Eugene Onegin,2018,Mezzo,Filene
6,Pauline's Aria,Tchaikovsky,Russian,Queen of Spades,2018,Mezzo,Filene
6,Seguidilla,Bizet,French,Carmen,2018,Mezzo,Filene
6,This Journey,Jake Heggie,English,Dead Man Walking,2018,Mezzo,Filene
6,What a movie!,Bernstein,English,Trouble in Tahiti,2018,Mezzo,Filene
5,Faites lui mes aveux ,Gounod ,French ,Faust ,2018,Mezzo,Filene
5,Non piu mesta,Rossini,Italian,La Cenerentola,2018,Mezzo,Filene
5,Sgombra e la sacra selva,Bellini,Italian,Norma,2018,Mezzo,Filene
4,Nimmermehr wird mein Herze,F. Flotow,German,Martha ,2018,Mezzo,Filene
4,"Seigneur, Dieu",Massenet,French,Werther,2018,Mezzo,Filene
4,Werther!... Ces lettres,Massenet,French,Werther,2018,Mezzo,Filene
3,En vain pour evite,Carmen ,French,Carmen,2018,Mezzo,Filene
3,Ja Gretchen...Hurr Hopp Hopp Hopp,Humperdinck,German,Hansel und Gretel,2018,Mezzo,Filene
3,Nacqui all'affanno... Non piu mesta,Rossini,Italian,La cenerentola,2018,Mezzo,Filene
3,"Nobles seigneurs, salut",Giacomo Meyerbeer,French,Les Hugenots,2018,Mezzo,Filene
3,Non so più cosa son,Mozart,Italian,Le nozze di Figaro,2018,Mezzo,Filene
3,This Journey to Christ,Jake Heggie,English,Dead Man Walking,2018,Mezzo,Filene
3,Weiche Wotan Weiche,Wagner,German,Das Rheinglod,2018,Mezzo,Filene
3,You Shiver,David T. Little,English,JFK,2018,Mezzo,Filene
2,Dopo notte,Handel,Italian,Ariodante,2018,Mezzo,Filene
2,Habanera,Bizet,French,Carmen,2018,Mezzo,Filene
2,Hurr hopp hopp hopp,Humperdink,German,Hänsel und Gretel,2018,Mezzo,Filene
2,Je suis gris,Jules Massenet,French,Chérubin,2018,Mezzo,Filene
2,Letter Scene,Massenet,French,Werther,2018,Mezzo,Filene
2,O ma lyre immortelle,Gounod,French,Sapho,2018,Mezzo,Filene
2,"Oh, those faces",Gian Carlo Menotti,English,The Consul,2018,Mezzo,Filene
2,Simple Child,Ricky Ian Gordon,English,The Grapes of Wrath,2018,Mezzo,Filene
2,Sta nell'ircana,Handel,Italian,Alcina,2018,Mezzo,Filene
2,Stride la vampa,Giuseppe Verdi,Italian,Il Trovatore,2018,Mezzo,Filene
2,There is a garden,Bernstein,English,Trouble in Tahiti,2018,Mezzo,Filene
2,Violin Aria,Jacques Offenbach,French,Les Contes d'Hoffmann,2018,Mezzo,Filene
2,Waiting,Harbison,English,The Great Gatsby,2018,Mezzo,Filene
1,Dites-lui,Offenbach,French,La Grande Duchesse du Gerolstein,2018,Mezzo,Filene
1,"Don't bother, dear",Bolcom,English,Dinner at Eight,2018,Mezzo,Filene
1,Don't Say A Word,Heggie,English,Dead Man Walking,2018,Mezzo,Filene
1,Du bist der Lenz,Wagner,German,Die Walküre,2018,Mezzo,Filene
1,E destin! debbo andarmene,Ruggero Leoncavallo,Italian,La Boheme,2018,Mezzo,Filene
1,"Enfin, je suis ici",Massenet ,French ,Cendrillion ,2018,Mezzo,Filene
1,Entweihte Götter,Wagner,German,Lohengrin,2018,Mezzo,Filene
1,Erda’s aria,Wagner,German ,Das Rhaingold,2018,Mezzo,Filene
1,Es gibt ein Reich,Srauss,German,Ariadna auf Naxos,2018,Mezzo,Filene
1,Florence Pike ,Britten,English ,Albert Herring,2018,Mezzo,Filene
1,"Geliebter, komm!",Wagner,German,Tannhauser ,2018,Mezzo,Filene
1,Giovanna Seymour's Aria,Gaetano Donizetti,English,Anna Bolena,2018,Mezzo,Filene
1,"Hence, Iris, Hence Away",Handel,English,Semele,2018,Mezzo,Filene
1,Hexenlied,Humperdinck,German,Hansel und Gretel,2018,Mezzo,Filene
1,Höchste Lust ist treues Lieben,Carl Maria von Weber,German,Die drei Pintos,2018,Mezzo,Filene
1,Höre mit Sinn,Wagner,German,Die Götterdämmerung,2018,Mezzo,Filene
1,I am a Mother who is Asking You to Spare her Son's Life,Jake Heggie,English,Dead Man Walking,2018,Mezzo,Filene
1,"I do not judge you, John",Ward,English,The Crucible,2018,Mezzo,Filene
1,I Have Dreamt ,Bernard Hermann,English,Wuthering Heights ,2018,Mezzo,Filene
1,I send these lacy nothings,Douglas Moore,English,The Ballad of Baby Doe,2018,Mezzo,Filene
1,I was standing in a Garden,Bernstein,English,Trouble in Tahiti,2018,Mezzo,Filene
1,I'm an Actress,Pasatieri,English,The Seagull,2018,Mezzo,Filene
1,Il padre adorato,Mozart,Italian,Idomeneo,2018,Mezzo,Filene
1,In quali eccessi/ Mi Tradi ,Mozart,Italian,Don Giovanni,2018,Mezzo,Filene
1,Iris Hence Away,G.F. Handel,English,Semele,2018,Mezzo,Filene
1,Je vais mourir ,Berlioz,French,Les Troyens,2018,Mezzo,Filene
1,Lisette's aria,Gerald Cohen,English,Steal a pencil for me,2018,Mezzo,Filene
1,Lullaby,Gian Carlo Menotti,English,The Consul,2018,Mezzo,Filene
1,"Malheureux, que j'ai fait...J'ai perdu mon Eurydice",Christoph Willibald Gluck,French,Orphée et Eurydice,2018,Mezzo,Filene
1,Me voici dans son boudoir,Ambroise Thomas,French,Mignon,2018,Mezzo,Filene
1,Nel silencio,Puccini,Italian,Suor Angelica,2018,Mezzo,Filene
1,Nella Fatal di Rimini,Donizetti,,Lucrezia Borgia,2018,Mezzo,Filene
1,Nina's Aria,T. Pasatieri,English,The Seagull,2018,Mezzo,Filene
1,Non ho colpa,W.A. Mozart,Italian,Idomeneo,2018,Mezzo,Filene
1,O don fatale,Verdi,Italian,Don Carlo,2018,Mezzo,Filene
1,Près des remparts de Séville,Georges Bizet,French,Carmen,2018,Mezzo,Filene
1,Priva son d'ogni conforto,Handel,Italian,Giulio Cesare,2018,Mezzo,Filene
1,Relevezvous ma fille,Poulenc,French,Dialogues des Carmélites,2018,Mezzo,Filene
1,"Seul , je partirai mon pere",Massenet,French,Cendrillon,2018,Mezzo,Filene
1,So you this something special,Hilliard,English ,Blue Viola ,2018,Mezzo,Filene
1,Song and ditties of Varvara ,Rodion Shchedrin,Russian,Not Love Alone,2018,Mezzo,Filene
1,Sorge nell'alma mia,Handel,Italian,Imeneo,2018,Mezzo,Filene
1,Suitcase Aria,J. Dove,English,Flight,2018,Mezzo,Filene
1,Tango de la Menegilda,Federico Chueca/Joaquin Valverde,Spanish,La Gran Via (Spanish zarzuela),2018,Mezzo,Filene
1,The Letter Scene,Massenet,French,Werther,2018,Mezzo,Filene
1,The Violin Aria,J Offenbach,French,Les Contes d'Hoffmann,2018,Mezzo,Filene
1,There in myrtle shades reclined,Handel,English,Hercules,2018,Mezzo,Filene
1,They are all gone now,Vaughan Williams,English,Riders to the Sea,2018,Mezzo,Filene
1,Tu preparati a morire,Handel,Italian,Ariodante,2018,Mezzo,Filene
1,Tu sola... Deh tu bell'anima,Bellini,Italian,I Capuleti e i Montecchi,2018,Mezzo,Filene
1,We had one room in Lambeth Marsh,Puts,English,Elizabeth Cree,2018,Mezzo,Filene
1,When I am laid,Purcell,English,Dido and Aeneas,2018,Mezzo,Filene
1,Wo in bergen du dich birgst,Richard Wagner,German,Die Walküre,2018,Mezzo,Filene
4,Dawn still darkness,Jonathan Dove,English,Flight,2018,Counter-tenor,Filene
3,Frondi tenere … Ombra mai fù,Handel,Italian,Serse,2018,Counter-tenor,Filene
2,I know a Bank,Benjamin Britten,English,A Midsummer Night's Dream,2018,Counter-tenor,Filene
2,J'ai Perdu,Gluck,French,Orphee et Eurydice,2018,Counter-tenor,Filene
1,"Ah, quel giorno",Rossini,Italian,Semiramide,2018,Counter-tenor,Filene
1,Birds on the misty mountainside sing,James Garner,English,"East O the Sun, West O the Moon",2018,Counter-tenor,Filene
1,Di tanti palpiti,Gioachino Rossini,Italian,Tancredi,2018,Counter-tenor,Filene
1,Dopo Notte,Handel,Italian,Ariodante,2018,Counter-tenor,Filene
1,Dove Sei,Handel,Italian,Rodelinda,2018,Counter-tenor,Filene
1,"E questa la mercede … Cielo, se tu il consenti",Handel,Italian,Orlando,2018,Counter-tenor,Filene
1,"I can’t walk, Brother … Brother, I’m broken",Weisman,English,The Scarlet Ibis,2018,Counter-tenor,Filene
1,Me voici dans son boudoir,Ambroise Thomas,French,Mignon,2018,Counter-tenor,Filene
1,Ombra mai fu,Händel,Italian,Serses,2018,Counter-tenor,Filene
1,Parto ma tu ben mio,Mozart,Italian,La clemenza di Tito,2018,Counter-tenor,Filene
1,"Son reo, l'error confesso",Mozart,Italian,"Mitridate, re di Ponto",2018,Counter-tenor,Filene
1,Sta nell'ircana,Handel,Italian,Alcina,2018,Counter-tenor,Filene
1,Svegliatevi nel core,Händel,Italian,Giulio Cesare,2018,Counter-tenor,Filene
1,"Venti, turbini",Handel,Italian,Rinaldo,2018,Counter-tenor,Filene
18,Hai gia vinta la causa,Mozart,Italian,Le Nozze di Figaro,2018,Baritone,Filene
14,Largo al factotum,G. Rossini,Italian,Il barbiere di Siviglia,2018,Baritone,Filene
10,Avant de quitter ces lieux,Gounod,French,Faust,2018,Baritone,Filene
10,Look through the port,Britten,English,Billy Budd,2018,Baritone,Filene
10,"Mab, la reine des mensonges",Charles Gounod,French,Roméo et Juliette,2018,Baritone,Filene
10,Papageno - suicide aria,Mozart,German,Die Zauberflöte,2018,Baritone,Filene
8,E sogno o realta,Verdi,Italian,Falstaff,2018,Baritone,Filene
8,"Mein Sehnen, mein sehnen",Erich Korngol,German,Die Tote Stadt,2018,Baritone,Filene
7,O du mein holder Abendstern,Wagner,German,Tannhäuser,2018,Baritone,Filene
6,Cruda Funesta Smania,Donizetti,Italian,Lucia di Lammermoor,2018,Baritone,Filene
6,Pierrot's Tanzlied,"Korngold, Enrich Wolfgang",German,Die tote Stadt,2018,Baritone,Filene
6,Starbuck's Aria,Jake Heggie,English,Moby Dick,2018,Baritone,Filene
5,Bella siccome un angelo,Gaetano Donizetti,Italian,Don Pasquale,2018,Baritone,Filene
5,L'orage s'est calmé,Bizet,French,Les Pêcheurs de Perles,2018,Baritone,Filene
5,Questo amor vergogna mia,Puccini,Italian,Edgar,2018,Baritone,Filene
4,Avant de quitter,Gounod,French,Faust,2018,Baritone,Filene
4,Charlie's Act 1 Aria,Jake Heggie,English,Three Decembers,2018,Baritone,Filene
4,Eri tu,Italian,Verdi,Un ballo in Maschera,2018,Baritone,Filene
4,Harlekin,Strauss,German,ARIADNE AUF NAXOS,2018,Baritone,Filene
4,Kogda bi zhizn domashnim krugom,Tchaikovsky,Russian,Eugene Onegin,2018,Baritone,Filene
4,O vin dissipe la tristesse,Thomas,English,Hamlet,2018,Baritone,Filene
4,Sibilar gli angui d'Aletto,Handel,Italian,Rinaldo,2018,Baritone,Filene
3,Ah per sempre,Bellini ,Italian,i Puritani,2018,Baritone,Filene
3,Come un'ape ne' giorni d'aprile,Rossini,Italian,La Cenerentola,2018,Baritone,Filene
3,"Lieben, Hassen, Hoffen, Zagen",Strauss,German,Ariadne auf Naxos,2018,Baritone,Filene
3,Rivolgete a lui lo sguardo,Mozart,Italian ,Così fan tutte,2018,Baritone,Filene
3,Sois immobile,Rossini,French,Guillaume Tell,2018,Baritone,Filene
3,Tanzlied,Korngold,German,Die tote Stadt,2018,Baritone,Filene
3,Votre toast,Bizet,French,Carmen,2018,Baritone,Filene
3,Warm as the autumn light,Moore,English ,The Ballad of Baby Doe,2018,Baritone,Filene
3,Ya vas lyublu,Tchaikovsky,Russian,The Queen of Spades,2018,Baritone,Filene
2,A quoi bon l'economie,Massenet,French,Manon,2018,Baritone,Filene
2,A Warm Night,Heggie,English,Dead Man Walking,2018,Baritone,Filene
2,Ah! per sempre io ti perdei,Bellini,Italian,i Puritani,2018,Baritone,Filene
2,An jenem Tag,Marschner,German,Hans Heiling,2018,Baritone,Filene
2,Aprite un po' quegli occhi,Mozart,Italian,Le Nozze di Figaro,2018,Baritone,Filene
2,Bob's Aria,Menotti,English,Old Maid & the Theif,2018,Baritone,Filene
2,"Captain Ahab, I must speak with you...",Heggie,English,Moby Dick,2018,Baritone,Filene
2,Come paride vezzoso,Donizetti,Italian,L'elisir d'amore ,2018,Baritone,Filene
2,Count's Aria,Mozart,Italian,Marriage of Figaro,2018,Baritone,Filene
2,E fra quest' ansie,Leoncavallo,Italian,Pagliacci,2018,Baritone,Filene
2,J'ai perdu ta photo,Kevin Puts,French,Silent Night,2018,Baritone,Filene
2,Joe's Confession,Jake Heggie,English,Dead Man Walking,2018,Baritone,Filene
2,Kto mozhet sravnitsa,Tchaikovsky,Russian,Iolanta,2018,Baritone,Filene
2,O! du mein holder Abendstern,Wagner,German,Tannhäuser,2018,Baritone,Filene
2,Onegin's Act 1 Aria,Pyotr Ilyich Tchaikovsky,Russian,Eugene Onegin,2018,Baritone,Filene
2,"Or dove fuggo io mai... Ah, per sempre",Vincenzo Bellini,Italian,I Puritani,2018,Baritone,Filene
2,Papagena! Weibchen! Täubchen!,Mozart,German,Die Zauberflöte,2018,Baritone,Filene
2,Schaunard's Aria,Puccini,Italian,La bohème,2018,Baritone,Filene
2,Silvio's Aria,Leoncavallo,Italian,Pagliacci,2018,Baritone,Filene
2,Starbuck's Soliloquy,Heggie,English,Moby Dick,2018,Baritone,Filene
2,Vien Leonora,Donizetti,Italian,La Favorita,2018,Baritone,Filene
2,Vision fugitive,Massenet,French,Herodiade,2018,Baritone,Filene
2,When the air sings of summer,Menotti,English,The Old Maid and the Thief,2018,Baritone,Filene
2,Within this frail crucible of light,Britten,English,The Rape of Lucretia,2018,Baritone,Filene
2,Zurga's Aria,G. Bizet,French,Pearl Fisher,2018,Baritone,Filene
1,A Hundred Thousand Stars, Heggie,English,Out of Darkness,2018,Baritone,Filene
1,A woman is a sometime thing,Gershwin,English,Porgy and Bess,2018,Baritone,Filene
1,Act III Arioso,Tchaikovsky,Russian,Eugene Onegin,2018,Baritone,Filene
1,"Ah, qu'on daigne du moins...puisque Pluton est inflexible",Jean-Philippe Rameau,French,Hippolyte et Aricie,2018,Baritone,Filene
1,Ah! che zucconi,Puccini,Italian,Gianni Schicchi,2018,Baritone,Filene
1,Batter my Heart,Adams,English,Doctor Atomic,2018,Baritone,Filene
1,Can’t shake hands… And farewell to ye…,"Britten, Benjamin",English,Billy Budd,2018,Baritone,Filene
1,Come master... / In youth the panting slave...,Igor Stravinsky,English,The Rake's Progress,2018,Baritone,Filene
1,Come une pale fleur,Thomas,,Hamlet,2018,Baritone,Filene
1,"Come, Master ",Stravinsky ,English ,The Rake's Progress ,2018,Baritone,Filene
1,Comme une pâle fleur ,Ambroise Thomas ,French ,Hamlet,2018,Baritone,Filene
1,Cortigiani vil razza dannata,G. Verdi,Italian,Rigoletto,2018,Baritone,Filene
1,Dandini's Aria,Rossini,Italian,La cenerentola,2018,Baritone,Filene
1,Di Provenza,Verdi,Italian,La Traviata,2018,Baritone,Filene
1,Do you know the Land?,Adamo,English,Little Women,2018,Baritone,Filene
1,"Donne mie, la fate a tanti",W. A. Mozart,Italian,Così fan tutte,2018,Baritone,Filene
1,Dormo Ancora,Monteverdi,Italian,Il ritorno d'Ulisse in patria ,2018,Baritone,Filene
1,"Dreams, fantasy...",Tom Cipullo,English,Lucy,2018,Baritone,Filene
1,E allor perche,Leoncavallo,Italian,Pagliacci,2018,Baritone,Filene
1,Each day I write you four little lines,Jake Heggie,English,Three Decembers,2018,Baritone,Filene
1,Fin ch´han dal vino,Mozart,Italian,Don Giovanni,2018,Baritone,Filene
1,Ford's Aria,Verdi,Italian,Falstaff,2018,Baritone,Filene
1,Ford’s Monologue,Verdi,Italian,Falstaff,2018,Baritone,Filene
1,"Heda! Heda, Hedo!",Wagner,German ,Das Rheingold,2018,Baritone,Filene
1,Heda! Hedo!,Wagner,German,Das Rheingold,2018,Baritone,Filene
1,I Got a Marble and a Star,Kurt Weill,English ,Street Scene,2018,Baritone,Filene
1,I'm Drowning!,Mel Brooks,English,The Producers - Monologue,2018,Baritone,Filene
1,If she be innocent!,Ward,English,The Crucible,2018,Baritone,Filene
1,Il Balen del Suo Sorriso,Verdi,Italian,Il Trovatore,2018,Baritone,Filene
1,In Praise of Women,Stephen Sondheim,English,A Little Night Music,2018,Baritone,Filene
1,Io morro ma lieto in core,G. Verdi,Italian,Don Carlo,2018,Baritone,Filene
1,"Je peux vous le dire, maint'nant...",Puts,French ,Silent Night,2018,Baritone,Filene
1,L'onore ladri,Giuseppe Verdi,Italian,Falstaff,2018,Baritone,Filene
1,Lawd Jesus Heah my Prayer,Gruenberg,English,Emperor Jones,2018,Baritone,Filene
1,Lt. Audebert's aria,Puts,French,Silent Night,2018,Baritone,Filene
1,Nemico della patria,Giordano,Italian,Andrea Chénier,2018,Baritone,Filene
1,Non siate ritrosi,Mozart,Italian,Così fan tutte,2018,Baritone,Filene
1,Nulla...Silenzio!,Puccini ,Italian ,Il Tabarro ,2018,Baritone,Filene
1,Números,Jose Pepe Martinez,Spanish,Cruzar la cara de la luna,2018,Baritone,Filene
1,O Carlo ascolta,Verdi,Italian,Don Carlo,2018,Baritone,Filene
1,O Lisbonne,Donizetti,French,Dom Sebastien,2018,Baritone,Filene
1,O Maria,P. I. Tchaikovsky,Russian,Mazeppa,2018,Baritone,Filene
1,O Monumento,G. Puccini,Italian,Gioconda,2018,Baritone,Filene
1,"O Tixo, Tixo, help me!",Kurt Weill,English,Lost in the Stars,2018,Baritone,Filene
1,"O, Lisbona",Donizetti,Italian,Don Sebastiano,2018,Baritone,Filene
1,Onegin's Act III Arioso,Tchaikovsky,Russian,Eugene Onegin,2018,Baritone,Filene
1,Onegin's Aria,Tchaikovsky,Russian,Eugene Onegin,2018,Baritone,Filene
1,Papagena! Papagena!,Mozart,German,Die Zauberflöte,2018,Baritone,Filene
1,Quando la fama altera,Gioachino Rossini,Italian,La gazzetta,2018,Baritone,Filene
1,"Riez, Allez",Jules Massenet,French,Don Quichotte,2018,Baritone,Filene
1,Robert's aria,Tchaikovsky,Russian,Iolanta,2018,Baritone,Filene
1,Suicide Aria,Mozart,German,Die Zauberflöte,2018,Baritone,Filene
1,The Ballad of Queen Mab,Gounod,French,Romèo et Juliette,2018,Baritone,Filene
1,The Car aria,Picker,English,An American Tragedy,2018,Baritone,Filene
1,The Confession Aria,Heggie,English,Dead Man Walking,2018,Baritone,Filene
1,The Count's Aria,W.A. Mozart,Italian,Le nozze di Figaro,2018,Baritone,Filene
1,Tickling a trout,Britten,English,Albert Herring,2018,Baritone,Filene
1,Tom Joad's Aria ,Ricky Ian Gordon,English,GRAPES OF WRATH,2018,Baritone,Filene
1,Two Marines,David T Little,,Solider Songs,2018,Baritone,Filene
1,Yeletsky's Aria,Tchaikovsky,Russian,Pique Dame,2018,Baritone,Filene
1,You're Locked in Now,Evan Mack,English,Roscoe,2018,Baritone,Filene
10,Madamina,Mozart,Italian,Don Giovanni,2018,Bass,Filene
5,Se Vuol Ballare,Mozart,Italian,Le nozze di figaro,2018,Bass,Filene
5,Vous qui faites,Gounod,French,Faust,2018,Bass,Filene
4,La calunnia,Rossini,Italian,Il barbiere di Siviglia,2018,Bass,Filene
4,Vecchia zimarra,Puccini,Italian,La bohème,2018,Bass,Filene
4,Vi ravviso,Bellini,Italian,La sonnambula,2018,Bass,Filene
3,O du mein holder Abendstern,Richard Wagner,German,Tannhäuser,2018,Bass,Filene
3,Quand la flamme de l'amour,Bizet,French,La jolie fille de Perth,2018,Bass,Filene
3,Riez allez riez!,Massenet,French,Don Quichotte,2018,Bass,Filene
2,"Scintille, Diamant",J. Offenbach,French,Les contes d'Hoffman,2018,Bass,Filene
2,Sorge Infausta,Handel,Italian,Orlando,2018,Bass,Filene
2,Udite,Donizetti,Italian,L’Elisir d’Amore,2018,Bass,Filene
2,Votre toast,Bizet,French,Carmen,2018,Bass,Filene
2,Within this frail crucible of light,Britten,English,The Rape of Lucretia,2018,Bass,Filene
1,I wish I could sleep,Bernstein,English,A Quiet Place,2018,Bass,Filene
1,"I'm a lonely man, Susannah",Carlisle Floyd,English,Susannah,2018,Bass,Filene
1,In Youth the Panting Slave,Stravinsky,English,The Rake's Progress,2018,Bass,Filene
1,Infelice! e tu credevi,Verdi,Italian,Ernani,2018,Bass,Filene
1,Kennst du das Land,Adamo,German/English,Little Women,2018,Bass,Filene
1,L'onore ladri,Verdi,Italian,Falstaff,2018,Bass,Filene
1,La del ciel,Rossini,Italian,La Cenerentola,2018,Bass,Filene
1,La vendetta,W. A. Mozart,Italian,Le Nozze di Figaro,2018,Bass,Filene
1,Lakmé ton doux regard se voile ,Delibes,French,Lakmé,2018,Bass,Filene
1,Let things be like they always was,Weill,English,Street Scene,2018,Bass,Filene
1,Lonely Man,Floyd ,English,Susannah,2018,Bass,Filene
1,Look! Through the port comes the moonshine astray,Britten,English,Billy Budd,2018,Bass,Filene
1,Mein Herr und Gott,R. Wagner,German,Lohengrin,2018,Bass,Filene
1,Non più andrai farfallone amoroso,W. A. Mozart,Italian,Le nozze di Figaro ,2018,Bass,Filene
1,"O beauty, O handsomeness, goodness ",Britten,English,Billy Budd,2018,Bass,Filene
1,O jours heureux,G. Meyerbeer,French,L'étoile du Nord,2018,Bass,Filene
1,Ò vin dissipe la tristesse,Ambroise Thomas,French,Hamlet,2018,Bass,Filene
1,"Papagena, papagena, papagena! ",W. A. Mozart,Deutsch,Die Zauberflöte,2018,Bass,Filene
1,Papageno's Suicide,Mozart,German,Magic Flute,2018,Bass,Filene
1,Schweig' Schweig',Carl Maria von Weber,German ,Der Freischuetz,2018,Bass,Filene
1,Si Corre dal Notaio,Puccini,Italian,Gianni Schicchi,2018,Bass,Filene
1,Sia Qualunque Delle Figlie,Rossini,Italian,Cenerentola,2018,Bass,Filene
1,Sibilar gli angui d'Aletto,Handel,Italian,Rinaldo,2018,Bass,Filene
1,Sois immobile,Rossini,French,William Tell,2018,Bass,Filene
1,Suicide Aria,Mozart,German,Magic Flute,2018,Bass,Filene
1,The Songs of the Slave,Kirk Mechem,English,John Brown,2018,Bass,Filene
1,Vado in traccia d'una zingara,Rossini,Italian,Il turco in Italia,2018,Bass,Filene
1,Vecchia zimmara senti,Puccini,Italian,La Boheme,2018,Bass,Filene
1,Ves' tabar spit,Rachmaninoff,Russian,Aleko,2018,Bass,Filene
1,Vieni la mia vendetta,Donizetti,Italian ,Lucrezia Borgia,2018,Bass,Filene
1,When my cue comes,Britten,English,A Midsummer Night's Dream,2018,Bass,Filene
1,Wie schön ist doch die Music,Strauss,German,Die Schweigsame Frau,2018,Bass,Filene
1,Wohl wusst ich hier...,Wagner,German,Tannhäuser,2018,Bass,Filene
